canonical_paper_id,title,venue,year,paper_type,doi
shephard_2000_time-series-analysis-of-nongaussian-observations-based-on-st,Time series analysis of non-Gaussian observations based on state space models from both classical and Bayesian perspectives,Journal of the Royal Statistical Society,2000,published,
shephard_2002_comment-on-numeral-techniques-for-maximum-likelihood-estimat,"Comment on: Numeral techniques for maximum likelihood estimation of continuous-time diffusion processes, by Garland Durham and Ron Gallant",Journal of Business and Economic Statistics,2002,published,
shephard_2005_are-there-discontinuities-in-financial-prices,Are there discontinuities in financial prices?,Celebrating Statistics: Papers in Honour of Sir David Cox on his 80th Birthday,2005,published,
shephard_2005_introduction,Introduction,Stochastic Volatility,2005,published,
shephard_2005_stochastic-volatility-selected-readings,Stochastic Volatility: Selected Readings,Oxford University Press,2005,published,
shephard_2008_stochastic-volatility,Stochastic volatility,"New Palgrave Dictionary of Economics, 2nd edition",2008,published,
shephard_2009_the-methodology-and-practice-of-econometrics-a-festschrift-i,The Methodology and Practice of Econometrics: A Festschrift in Honour of David F. Hendry,Oxford University Press,2009,published,
shephard_2010_deferred-fees-for-universities,Deferred fees for universities,Economic Affairs,2010,published,
shephard_2011_realised-volatility,Realised volatility,Journal of Econometrics,2011,published,
shephard_2015_martingale-unobserved-component-models,Martingale unobserved component models,Unobserved Components and Time Series Econometrics,2015,published,
shephard_2015_unobserved-components-and-time-series-econometrics,Unobserved Components and Time Series Econometrics,Oxford University Press,2015,published,
shephard_2023_interactions-with-sir-david-r-cox,Interactions with Sir David R. Cox,Harvard Data Science Review,2023,published,
shephard_2026_ole-eiler-barndorffnielsen-and-financial-econometrics,Ole Eiler Barndorff-Nielsen and financial econometrics,,2026,working,
shephard_nodate_an-estimator-for-predictive-regression-reliable-inference-fo,An estimator for predictive regression: reliable inference for financial economics,,,working,
shephard_nodate_some-properties-of-the-sample-median-of-an-infill-sequence-o,Some properties of the sample median of an in-fill sequence of events with an application to high frequency financial econometrics,,,working,
shiller-summers_1988_what-moves-stock-prices,What Moves Stock Prices?,Journal of Portfolio Management,1988,published,
shleifer-summers_1987_breach-of-trust-in-hostile-takeovers,Breach of Trust in Hostile Takeovers,,1987,working,
shleifer-summers_1988_breach-of-trust-in-hostile-takeovers,Breach of Trust in Hostile Takeovers,Corporate Takeovers: Causes and Consequences,1988,published,
shleifer-summers_1989_the-size-and-incidence-of-the-losses-from-noise-trading,The Size and Incidence of the Losses From Noise Trading,Journal of Finance,1989,published,
shleifer-summers_1990_the-noise-trader-approach-to-finance,The Noise Trader Approach to Finance,Journal of Economic Perspectives,1990,published,
shleifer-treisman_2000_without-a-map-political-tactics-and-economic-reform-in-russi,Without a Map: Political Tactics and Economic Reform in Russia,MIT Press,2000,published,
shleifer-treisman_2004_a-normal-country,A Normal Country,Foreign Affairs,2004,published,
shleifer-treisman_2005_a-normal-country-russia-after-communism,A Normal Country: Russia after Communism,Journal of Economic Perspectives,2005,published,
shleifer-treisman_2011_why-moscow-says-no,Why Moscow Says No,Foreign Affairs,2011,published,
shleifer-treisman_2014_normal-countries-the-east-25-years-after-communism,Normal Countries: The East 25 Years After Communism,Foreign Affairs,2014,published,
shleifer-vasiliev_1996_management-ownership-and-russian-privatization,Management Ownership and Russian Privatization,Corporate Governance in Central Europe and Russia: Volume 2. Insiders and the State,1996,published,
shleifer-vishny_1986_greenmail-white-knights-and-shareholders-interest,"Greenmail, White Knights, and Shareholders' Interest",Rand Journal of Economics,1986,published,
shleifer-vishny_1986_large-shareholders-and-corporate-control,Large Shareholders and Corporate Control,Journal of Political Economy,1986,published,
shleifer-vishny_1987_management-buyouts-as-a-response-to-market-pressure,Management Buyouts as a Response to Market Pressure,Mergers and Acquisitions,1987,published,
shleifer-vishny_1988_the-efficiency-of-investment-in-the-presence-of-aggregate-de,The Efficiency of Investment in the Presence of Aggregate Demand Spillovers,Journal of Political Economy,1988,published,
shleifer-vishny_1988_value-maximization-and-the-acquisition-process,Value Maximization and the Acquisition Process,Journal of Economic Perspectives,1988,published,
shleifer-vishny_1989_managerial-entrenchment-the-case-of-managerspecific-investme,Managerial Entrenchment: The Case of Manager-Specific Investments,Journal of Financial Economics,1989,published,
shleifer-vishny_1990_equilibrium-short-horizons-of-investors-and-firms,Equilibrium Short Horizons of Investors and Firms,American Economic Review Papers and Proceedings,1990,published,
shleifer-vishny_1990_the-takeover-wave-of-the-1980s,The Takeover Wave of the 1980s,Journal of Applied Corporate Finance,1990,published,
shleifer-vishny_1991_reversing-the-soviet-economic-collapse,Reversing the Soviet Economic Collapse,Brookings Papers on Economic Activity,1991,published,
shleifer-vishny_1991_takeovers-in-the-60s-and-the-80s-evidence-and-implications,Takeovers in the '60s and the '80s: Evidence and Implications,Strategic Management Journal,1991,published,
shleifer-vishny_1992_liquidation-values-and-debt-capacity-a-market-equilibrium-ap,Liquidation Values and Debt Capacity: A Market Equilibrium Approach,Journal of Finance,1992,published,
shleifer-vishny_1992_pervasive-shortages-under-socialism,Pervasive Shortages under Socialism,The Rand Journal of Economics,1992,published,
shleifer-vishny_1992_the-waste-of-time-and-talent-under-socialism,The Waste of Time and Talent under Socialism,,1992,working,
shleifer-vishny_1993_corruption,Corruption,Quarterly Journal of Economics,1993,published,
shleifer-vishny_1994_politicians-and-firms,Politicians and Firms,Quarterly Journal of Economics,1994,published,
shleifer-vishny_1994_politics-of-market-socialism,Politics of Market Socialism,Journal of Economic Perspectives,1994,published,
shleifer-vishny_1994_privatization-in-russia-first-steps,Privatization in Russia: First Steps,"The Transition in Eastern Europe, Volume 2: Restructuring",1994,published,
shleifer-vishny_1997_a-survey-of-corporate-governance,A Survey of Corporate Governance,Journal of Finance,1997,published,
shleifer-vishny_1997_the-limits-of-arbitrage,The Limits of Arbitrage,Journal of Finance,1997,published,
shleifer-vishny_1998_the-grabbing-hand,The Grabbing Hand,Harvard University Press,1998,published,
shleifer-vishny_2003_stock-market-driven-acquisitions,Stock Market Driven Acquisitions,Journal of Financial Economics,2003,published,
shleifer-vishny_2010_asset-fire-sales-and-credit-easing,Asset Fire Sales and Credit Easing,American Economic Review Papers and Proceedings,2010,published,
shleifer-vishny_2010_unstable-banking,Unstable Banking,Journal of Financial Economics,2010,published,
shleifer-vishny_2011_fire-sales-in-finance-and-macroeconomics,Fire Sales in Finance and Macroeconomics,Journal of Economic Perspectives,2011,published,
shleifer-wolfenzon_2002_investor-protection-and-equity-markets,Investor Protection and Equity Markets,Journal of Financial Economics,2002,published,
shleifer_1985_a-theory-of-yardstick-competition,A Theory of Yardstick Competition,Rand Journal of Economics,1985,published,
shleifer_1986_do-demand-curves-for-stocks-slope-down,Do Demand Curves for Stocks Slope Down?,Journal of Finance,1986,published,
shleifer_1986_implementation-cycles,Implementation Cycles,Journal of Political Economy,1986,published,
shleifer_1990_externalidades-como-motor-do-crescimento,Externalidades como motor do crescimento,R. Bras. Econ,1990,published,
shleifer_1994_establishing-property-rights,Establishing Property Rights,Proceedings of the Annual Conference on Development Economics,1994,published,
shleifer_1996_origins-of-bad-policies-control-corruption-and-confusion,"Origins of Bad Policies: Control, Corruption and Confusion",Rivista di Politica Economica,1996,published,
shleifer_1997_agenda-for-russian-reforms,Agenda for Russian Reforms,Economics of Transition,1997,published,
shleifer_1997_schumpeter-lecture-government-in-transition,Schumpeter Lecture: Government in Transition,European Economic Review,1997,published,
shleifer_1998_state-versus-private-ownership,State versus Private Ownership,Journal of Economic Perspectives,1998,published,
shleifer_2000_clarendon-lectures-inefficient-markets,Clarendon Lectures: Inefficient Markets,Oxford University Press,2000,published,
shleifer_2003_will-the-sovereign-debt-market-survive,Will The Sovereign Debt Market Survive?,American Economic Review Papers and Proceedings,2003,published,
shleifer_2004_does-competition-destroy-ethical-behavior,Does Competition Destroy Ethical Behavior?,American Economic Review Papers and Proceedings,2004,published,
shleifer_2005_a-normal-country-russia-after-communism,A Normal Country: Russia after Communism,Harvard University Press,2005,published,
shleifer_2005_understanding-regulation,Understanding Regulation,European Financial Management,2005,published,
shleifer_2009_peter-bauer-and-the-failure-of-foreign-aid,Peter Bauer and the Failure of Foreign Aid,Cato Journal,2009,published,
shleifer_2009_the-age-of-milton-friedman,The Age of Milton Friedman,Journal of Economic Literature,2009,published,
shleifer_2010_comments-on-gorton-and-metrick-regulating-the-shadow-banking,Comments on Gorton and Metrick: Regulating the Shadow Banking System,Brookings Papers on Economic Activity,2010,published,
shleifer_2010_efficient-regulation,Efficient Regulation,Regulation vs. Litigation,2010,published,
shleifer_2011_transformation-of-finance,Transformation of Finance,,2011,working,
shleifer_2012_psychologists-at-the-gate-review-of-daniel-kahnemans-thinkin,"Psychologists at the Gate: Review of Daniel Kahneman's Thinking, Fast and Slow",Journal of Economic Literature,2012,published,
shleifer_2012_the-failure-of-judges-and-the-rise-of-regulators,The Failure of Judges and the Rise of Regulators,MIT Press,2012,published,
shleifer_2015_matthew-gentzkow-winner-of-the-2014-clark-medal,"Matthew Gentzkow, Winner of the 2014 Clark Medal",Journal of Economic Perspectives,2015,published,
sims-stock-watson_1990_inference-in-linear-time-series-models-with-some-unit-roots,Inference in Linear Time Series Models with Some Unit Roots,Econometrica,1990,published,
simsek-yildiz_nodate_durability-deadline-and-election-effects-in-bargaining,"Durability, Deadline, and Election Effects in Bargaining",,,published,
singh-stewart_2025_placebo-discontinuity-design,Placebo Discontinuity Design,,2025,working,
singh-sun_2024_double-robustness-for-complier-parameters-and-a-semiparametr,Double robustness for complier parameters and a semi-parametric test for complier characteristics,The Econometrics Journal,2024,published,
